Full Name,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Position
Eltildo Lucas Correia Pitta,56,50,61,51,76,75,DEF
Carlos Fernández Luna,67,76,64,74,27,67,ATK
Kevin-Prince Boateng,48,74,74,77,65,69,MID
Otávio Alberto Cairinho Monteiro,58,50,58,53,75,74,DEF
Jaïro Riedewald,60,56,74,69,73,67,MID
Moisés Lima Magalhães,70,74,72,71,71,78,MID
Caio Rodrigo Nunes Anjos,59,50,61,59,73,76,DEF
Alexis Castro,77,72,71,76,65,69,MID
Armando Izzo,67,33,47,65,75,75,DEF
Robson Tony Denho Serra,64,59,72,63,73,77,MID
Mihailo Ristić,75,61,66,73,69,68,DEF
Themba Zwane,78,68,70,76,49,63,MID
Karim Onisiwo,80,70,66,73,50,82,ATK
Karol Linetty,64,63,71,75,72,69,MID
Sergio Barreto,76,30,47,51,73,81,DEF
Oswaldo Germano Cuba Correia,88,68,68,76,67,57,DEF
Danilho Doekhi,56,42,59,64,74,81,DEF
Phillipp Mwene,79,50,66,74,68,70,DEF
Leonardo Gil,63,65,75,72,66,77,MID
Todd Cantwell,73,67,71,76,42,51,MID
Haris Hajradinović,75,67,76,76,54,70,MID
Nicholas Júlio Aldair Leal,67,75,68,72,38,77,ATK
Makoto Hasebe,52,51,72,70,76,60,DEF
Imrân Louza,61,64,73,76,63,60,MID
Sean Longstaff,61,65,72,72,68,67,MID
Cristian Pellerano,52,65,68,61,70,78,MID
Óscar Valentín Martín Luengo,63,45,65,63,72,74,MID
Ryota Morioka,49,69,76,71,73,73,MID
Víctor Chust García,69,30,50,51,76,65,DEF
Douglas Arthur Carvalheira Peixoto,90,40,61,71,69,69,DEF
Iñigo Ruiz de Galarreta,67,59,70,73,69,69,MID
Tomás Pochettino,71,66,76,76,64,72,MID
Erick Ronaldo Gameira Carvalho,80,75,58,73,29,62,ATK
Pedro Bigas Rigo,62,52,64,61,75,72,DEF
Amadou Diawara,57,54,70,75,72,69,MID
Jason Berthomier,66,70,77,76,51,59,MID
Aitor Cantalapiedra,84,70,71,74,29,56,ATK
Jerdy Schouten,62,55,66,72,73,68,MID
Stefan Ristovski,76,61,68,70,71,78,DEF
Björn Engels,63,44,61,56,74,75,DEF
Jeong Ho Hong,76,45,54,57,73,81,DEF
Stefan Mitrović,31,34,54,53,74,81,DEF
Ilie Sánchez Farres,50,49,67,69,69,78,MID
Armand Laurienté,77,73,71,77,35,44,MID
Juan Ramírez,81,67,70,80,64,66,MID
Mama Samba Baldé,89,72,67,73,50,78,ATK
John Egan,64,46,54,61,73,77,DEF
Federico Fazio,34,40,54,54,75,72,DEF
Joaquín Navarro Jiménez,71,47,65,68,70,75,DEF
Jordan Larsson,82,73,73,77,29,68,MID
Gonçalo Mendes Paciência,46,76,59,76,33,77,ATK
Ermin Bičakčić,44,37,49,48,75,70,DEF
Sandro Ramírez Castillo,78,74,67,75,31,60,ATK
Eric Curbelo de la Fe,82,34,62,64,74,80,DEF
Danilo Manuel Aldair Rochela,76,63,72,76,34,59,MID
Adam Masina,72,42,66,68,73,71,DEF
Benjamin Chris Meseira Zonta,79,45,61,69,69,73,DEF
Felipe Rodrigues da Silva,67,35,51,61,73,80,DEF
Miguel Crespo da Silva,68,64,72,75,74,81,MID
Sergi Enrich Ametller,52,73,68,72,42,81,ATK
Morten Thorsby,67,63,70,72,75,80,MID
Richard Ortiz,73,68,68,72,71,83,MID
Allan Norberto Bardini Paneira,65,69,73,77,35,54,MID
Brenden Aaronson,81,66,68,78,53,63,MID
André Filipe Luz Horta,71,69,72,76,65,69,MID
Salomón Rondón,54,73,65,69,32,74,ATK
Kelvin Amian,78,48,62,67,71,79,DEF
Yony González,93,70,67,71,48,79,ATK
Alexander Ring,68,66,69,73,70,77,MID
Ricardo Rodríguez,67,67,74,75,75,73,MID
Maurício Wilson Borghes Caeiro,76,63,71,70,72,66,DEF
Papakouli Diop,35,66,67,67,73,83,MID
Chris Richards,78,27,58,55,74,73,DEF
Jacob Rasmussen,50,38,58,63,74,80,DEF
Lukáš Hejda,61,35,55,61,73,80,DEF
Ashley Young,67,65,76,76,76,70,MID
Estevão Danilo Baldeiro Lopes,75,56,60,64,76,75,DEF
Damien Da Silva,36,37,57,52,75,73,DEF
Kaoru Mitoma,82,69,68,77,56,62,MID
Sergiy Kryvtsov,65,44,56,52,74,78,DEF
Jadson Silva de Morais,67,36,45,54,75,79,DEF
Toni Šunjić,53,40,51,35,74,82,DEF
Andrés Felipe Roa,76,67,73,78,54,62,MID
Joris Chotard,68,54,72,74,71,68,MID
Edvaldo Flávio Rebelo de Freit,70,56,71,72,72,69,MID
Emanuel Mammana,77,42,65,71,75,71,DEF
Shane Duffy,34,47,50,48,74,78,DEF
Brian Ocampo,83,67,71,77,47,62,MID
Lautaro Acosta,82,69,70,76,52,61,MID
Andreas Ulmer,69,62,69,73,71,71,DEF
Jean-Charles Castelletto,68,30,51,61,75,75,DEF
Kanya Fujimoto,77,70,72,75,52,52,MID
Álvaro Medrán Just,58,67,76,74,63,64,MID
Martín Cauteruccio,66,75,62,70,37,77,ATK
Enzo Copetti,81,72,63,68,49,86,ATK
Azor Matusiwa,56,47,59,69,73,80,MID
Carlos Zambrano,55,48,59,66,73,77,DEF
Dave Bulthuis,60,38,55,53,73,85,DEF
Mërgim Vojvoda,69,51,69,71,70,71,DEF
Jonathan Schmid,67,64,75,76,68,76,MID
José Carlos Lazo Romero,78,73,69,79,34,55,ATK
Manuel García Sánchez,40,68,72,69,74,76,MID
Destiny Udogie,87,63,66,74,67,71,DEF
Lasse Schøne,36,74,80,75,61,62,MID
Filip Ugrinic,73,73,72,74,68,82,MID
Efecan Karaca,78,63,70,76,44,46,MID
Walace Souza Silva,66,65,68,69,70,75,MID
Ryan Christie,81,71,72,76,65,77,ATK
Angel Gomes,77,70,72,77,61,59,MID
Jens Petter Hauge,83,69,66,77,42,66,MID
Juan Cazares,73,68,75,76,33,39,MID
Jens Jønsson,68,56,67,66,74,74,MID
Anders Dreyer,78,72,69,77,36,64,MID
Takefusa Kubo,79,65,69,80,39,53,MID
Jens Toornstra,52,74,77,70,70,70,MID
Guilherme Haubert Sityá,82,61,70,72,67,77,DEF
Pierrick Capelle,64,72,74,73,69,69,MID
Christian Kabasele,63,50,51,59,74,76,DEF
Derlis González,81,75,71,77,44,64,ATK
Jorge Djaniny Tavares Semedo,79,72,67,75,35,76,ATK
Rafael Czichos,59,47,59,61,75,77,DEF
Joakim Nilsson,59,32,54,55,75,74,DEF
Éderson José dos Santos,70,63,71,75,65,70,MID
Jay Rodriguez,65,76,68,73,42,66,ATK
Nuno Albertino Varela Tavares,85,52,65,73,67,77,DEF
Aníbal Moreno,73,65,71,74,69,65,MID
Salvador Sánchez Ponce,84,64,73,73,39,46,MID
Javier Manquillo Gaitán,69,45,63,72,73,65,DEF
Marco Friedl,67,42,59,67,75,75,DEF
Borja Mayoral Moya,66,74,67,74,38,66,ATK
Martín Merquelanz,70,77,75,74,45,64,ATK
Jonathan Silva,70,60,68,72,71,75,DEF
Marcus Holmgren Pedersen,89,48,68,71,66,70,DEF
Joel Ward,54,52,68,66,77,70,DEF
Serdar Dursun,60,74,61,71,40,79,ATK
Matheus Henrique de Souza,74,60,75,77,57,64,MID
Leon Balogun,76,44,60,60,73,78,DEF
Gabriel Gudmundsson,86,64,67,73,67,70,DEF
Murilo Kaíque Sanches Cardoso,78,67,69,73,66,71,MID
Gonzalo Piovi,72,53,68,67,71,79,DEF
Christopher Lenz,72,42,67,69,72,69,DEF
Hélder Wander Sousa Azevedo Costa,82,68,70,75,31,56,MID
Armando Obispo,75,42,57,66,72,79,DEF
Patrick Berg,71,61,72,72,68,77,MID
Abdülkerim Bardakcı,50,32,48,57,76,79,DEF
Tim Leibold,78,57,72,75,67,71,DEF
Vinicius de Souza Costa,66,47,63,66,73,79,DEF
Paul Jaeckel,73,33,52,51,76,73,DEF
Kevin Mac Allister,76,54,62,72,74,78,DEF
Philipp Hofmann,51,74,53,63,35,80,ATK
Karol Świderski,68,74,62,71,32,71,ATK
Marvin Plattenhardt,66,56,73,71,71,71,DEF
Jon Guridi Aldalur,63,64,69,77,62,53,MID
Nikola Moro,71,70,73,73,69,76,MID
Luca Kilian,70,37,56,54,75,75,DEF
Calvin Bassey,83,44,64,69,70,86,DEF
Nils Petersen,52,77,58,65,40,73,ATK
Arijan Ademi,65,65,66,71,71,81,MID
Bright Osayi-Samuel,94,59,62,78,65,74,MID
Diego Valoyes,88,69,67,74,49,68,MID
Juan Angulo,71,59,69,68,71,75,DEF
Ezequiel Ponce,76,73,61,74,37,69,ATK
Khama Billiat,85,74,70,78,47,65,ATK
Gian Marco Ferrari,50,28,41,50,75,78,DEF
Mostafa Mohamed,70,74,57,69,38,79,ATK
Youssef Maleh,69,67,74,76,66,67,MID
Branco van den Boomen,62,73,78,70,66,76,MID
Lewis Cook,60,63,74,77,66,66,MID
Răzvan Marin,68,73,76,74,62,67,MID
Lukáš Masopust,84,65,68,75,68,75,MID
Elias Thiago Fontoira Marques,69,69,74,73,73,70,MID
Kévin Malcuit,75,62,70,74,72,70,DEF
Ryan Jack,62,67,72,72,73,78,MID
Marin Pongračić,68,26,52,63,74,76,DEF
Emil Krafth,65,58,68,70,74,71,DEF
Amadou Onana,74,59,69,71,71,76,MID
Samuele Ricci,74,55,70,71,71,70,MID
Almamy Touré,80,58,66,72,74,73,DEF
Jordan Amavi,73,61,67,70,71,72,DEF
Nicolas Cozza,75,41,62,69,75,71,DEF
Jakub Jankto,73,71,71,74,67,62,MID
Rani Khedira,58,43,58,61,76,80,DEF
Adam Maher,67,70,74,76,70,66,MID
Nuno Miguel Valente Santos,80,69,71,73,67,68,MID
Yan Brice Eteki,58,55,66,70,70,75,MID
Mikael Uhre,89,73,51,70,33,77,ATK
Jan Kopic,76,71,72,75,36,59,MID
Diego Hugo Ramos Calado,30,79,67,67,28,70,ATK
Anaitz Arbilla Zabala,53,57,70,66,73,79,DEF
Tokmac Chol Nguen,87,71,65,79,45,59,ATK
Matija Nastasić,62,36,62,55,74,74,DEF
Milan Havel,67,51,66,68,72,74,DEF
Leonel Vangioni,77,63,70,70,71,72,DEF
Axel Tuanzebe,81,36,63,68,73,72,DEF
Petar Musa,83,72,61,71,37,82,ATK
Alejandro Centelles Plaza,78,52,67,71,68,75,DEF
Oumar Solet,83,43,57,67,72,81,DEF
Maximilian Mittelstädt,77,61,68,74,71,67,DEF
Joe Worrall,57,25,51,45,75,76,DEF
Santiago Ascacíbar,69,47,61,69,74,72,MID
Bart Ramselaar,84,71,69,76,52,67,MID
Sung Yueng Ki,46,67,78,69,66,76,MID
Genki Haraguchi,76,65,70,78,44,53,MID
Patrik Hrošovský,67,71,74,75,70,66,MID
Milot Rashica,81,74,68,77,47,64,MID
Elye Wahi,82,73,64,76,31,65,ATK
Japhet Tanganga,75,33,62,71,75,80,DEF
Massimo Coda,60,75,58,71,25,64,ATK
Faïz Selemani,83,73,70,75,56,61,MID
Vinicius Lúcio Cardenha Caeiro,73,49,60,68,71,70,DEF
Francisco Reis Ferreira,52,43,55,60,75,75,DEF
Christian Benteke,50,74,62,68,32,74,ATK
Ivan Radovanović,47,60,68,66,74,71,DEF
Nicolai Vallys,81,66,69,72,38,75,MID
Thomas Delaine,83,50,69,72,67,72,DEF
Jubal Rocha Mendes Júnior,51,34,45,55,73,73,DEF
Henrique Silva Milagres,77,45,63,71,70,65,DEF
Jonathan Rodríguez Menéndez,83,68,72,73,52,65,MID
Illia Zabarnyi,66,36,56,58,74,73,DEF
Luca Garritano,89,70,68,74,55,62,MID
Manuel Vallejo Galván,74,74,68,75,43,61,ATK
Rominigue Kouamé,69,54,69,74,70,77,MID
Renaud Ripart,69,74,68,71,64,83,ATK
Tobias Strobl,34,49,65,57,73,75,MID
Rafael Delgado,82,65,70,74,72,79,DEF
Shkodran Mustafi,53,57,62,59,73,77,DEF
Sergio Peña,66,68,76,75,55,66,MID
Georgios Giakoumakis,70,73,50,66,28,77,ATK
Andreas Weimann,82,72,65,71,45,72,ATK
Sean Davis,68,58,68,69,70,78,MID
Steven Caulker,55,30,56,53,74,81,DEF
Cenk Tosun,59,75,65,71,36,68,ATK
Ramiz Zerrouki,73,64,69,73,66,79,MID
Martín Cáceres,68,51,62,68,73,74,DEF
Juan Cruz Komar,66,36,52,54,73,79,DEF
Arbër Zeneli,74,70,72,76,35,56,MID
Serdar Gürler,81,66,69,75,43,54,MID
Thomas Nicolas Silva Rangel,65,54,64,64,70,69,DEF
Nathan Walter Neves Bessa,63,71,73,72,61,67,MID
Ridgeciano Haps,85,63,65,74,66,71,DEF
Jefferson Savarino,82,70,66,77,37,63,MID
Lassana Coulibaly,72,58,67,72,72,75,MID
Liel Abada,83,72,67,73,41,59,ATK
Matthew Lowton,62,60,70,71,72,73,DEF
Joël Piroe,66,75,61,68,29,71,ATK
Raúl Loaiza,57,46,66,66,70,77,MID
Jorge Cuenca Barreno,60,37,58,52,74,66,DEF
Chris Basham,53,43,61,63,74,76,DEF
Romain Hamouma,68,75,74,77,42,65,MID
Cristiano Piccini,71,42,63,70,73,73,DEF
Steven Davis,36,63,75,74,72,64,MID
Dániel Sallói,75,75,68,73,36,70,ATK
Fábio Leandro Carvalho,78,68,67,75,45,52,MID
Paddy McNair,62,62,67,68,73,76,DEF
Nicolás Figal,73,43,63,68,72,78,DEF
Julien Laporte,44,29,45,49,73,81,DEF
Mario González Gutiérrez,71,72,64,73,22,66,ATK
Youssouf M'Changama,86,71,71,74,63,75,MID
Márcio Anderson Tramontino Sá,66,50,70,67,72,59,DEF
Didier Lamkel Zé,82,75,67,74,49,79,MID
Brandon Williams,79,56,65,72,69,69,DEF
José Ignacio Martínez García,76,56,67,68,67,71,DEF
Ethan Ampadu,65,49,63,69,72,70,MID
Luka Sučić,75,70,74,75,49,62,MID
Nicolò Fagioli,73,62,74,77,61,60,MID
Stéphane Bahoken,73,72,59,71,24,72,ATK
Robin Lod,72,73,71,73,54,69,MID
Leonardo Luis Sandelas Junior,61,53,65,64,71,75,MID
Oliver Abildgaard,64,62,66,68,70,79,MID
Taras Kacharaba,71,34,50,59,72,78,DEF
Valerio Verre,69,73,73,74,65,65,MID
Dennis Appiah,71,39,60,65,73,74,DEF
Mamadou Loum,43,53,60,63,72,80,DEF
Reiss Nelson,86,64,68,77,36,54,MID
Claudio Bravo,77,48,63,72,70,69,DEF
Simone Romagnoli,61,40,47,56,74,78,DEF
Jeff Nazario Meire Costinho,72,50,69,60,72,74,DEF
David Costas Cordal,76,45,63,64,73,73,DEF
Paulo Victor da Silva,85,65,67,71,65,70,DEF
Miles Robinson,83,35,54,67,72,78,DEF
Leonardo Duarte da Silva,55,36,49,59,73,75,DEF
Rubén Castro Martín,70,77,63,74,30,60,ATK
Jack Hendry,71,56,54,62,71,82,DEF
Mert Hakan Yandaş,68,70,74,73,64,72,MID
Antonio José Raíllo Arenas,49,36,53,54,74,78,DEF
Min Kyu Joo,66,75,54,69,49,79,ATK
Jan Thielmann,81,69,66,72,45,66,MID
Ondrej Duda,69,71,71,78,53,63,MID
Hernani Azevedo Júnior,65,69,69,72,74,70,MID
Armel Bella Kotchap,82,25,50,51,74,76,DEF
Andrea Barberis,74,49,70,68,68,66,MID
Ismaël Traoré,35,45,58,49,72,84,DEF
Joaquín Larrivey,50,75,58,61,42,74,ATK
Jonathan Menéndez,87,68,67,74,42,51,MID
Jhon Lucumí,70,28,59,63,72,78,DEF
Stijn Spierings,49,60,67,71,69,72,MID
Ramiro Carrera,79,69,71,71,63,73,MID
Lukas Görtler,67,63,75,69,56,79,MID
Juan Carlos Pérez López,74,62,69,73,67,70,DEF
Kevin Velasco,82,64,66,76,59,57,MID
Mostafa Fathi,81,69,66,78,36,57,MID
Giorgi Kvilitaia,64,73,59,70,37,74,ATK
Nuno Caio Lisareda Abravanel,78,74,60,73,29,60,ATK
Simon Zoller,71,74,65,73,39,65,ATK
Miguel Ángel Torrén,69,49,64,59,73,76,DEF
Nathaniel Phillips,52,30,49,51,74,75,DEF
Jean-Victor Makengo,66,66,72,73,73,70,MID
Pantelis Hatzidiakos,74,52,65,68,72,74,DEF
Tom Cleverley,56,68,73,73,61,65,MID
Pedro De la Vega,82,70,69,75,50,71,MID
Matías de los Santos,55,55,59,62,71,82,DEF
Matt Ritchie,60,72,75,75,66,65,MID
Luis David Couprins Acuna,71,65,66,62,74,69,MID
Douglas Augusto Soares Gomes,73,69,69,73,69,77,MID
Aiham Ousou,70,31,55,67,72,73,DEF
Kevin Bonifazi,52,35,51,56,75,66,DEF
Enrique Gallego Puigsech,54,76,56,67,25,71,ATK
Cristian Tarragona,82,72,54,70,43,79,ATK
Ben Davies,66,39,59,63,74,73,DEF
Oliver Norwood,48,66,77,67,68,64,MID
Cédric Hountondji,45,33,53,56,74,70,DEF
Dago Filipe Esteiro Cortejo,64,76,52,67,25,59,ATK
Davit Khocholava,55,50,54,61,73,80,DEF
Jamie Leweling,82,71,61,77,33,69,ATK
Bart Schenkeveld,73,40,61,66,73,77,DEF
Jonatan Gómez,72,68,72,76,51,64,MID
Tanguy Nianzou,62,37,56,64,73,76,DEF
Kenneth Taylor,76,69,76,74,61,66,MID
Kristoffer Olsson,68,61,74,74,67,64,MID
Júlio Carolino Tavares,58,74,56,68,30,85,ATK
Niko Gießelmann,66,60,71,68,70,75,DEF
José Antonio Ferrández Pomares,83,68,67,74,54,49,MID
Ayoub El Kaabi,74,73,60,71,35,66,ATK
Marcus Ingvartsen,64,77,66,74,38,72,ATK
Nicolás Domingo,41,59,68,67,71,72,MID
Ezequiel Piovi,76,64,69,71,71,72,MID
Gary Medel,56,50,62,68,72,76,DEF
Aleix Vidal Parreu,79,66,72,75,67,71,MID
M'Bala Nzola,85,70,59,68,29,75,ATK
Kang In Lee,70,71,74,76,30,52,MID
Stoppila Sunzu,39,41,49,50,74,84,DEF
Christian Gytkjær,71,74,57,69,33,72,ATK
Srđan Babić,54,40,47,52,73,76,DEF
André Castro Pereira,67,70,71,73,69,78,MID
Roberto Soldado Rillo,48,76,69,72,44,66,ATK
Jorge Pulido Mayoral,43,41,51,51,73,79,DEF
Erik Nascimento de Lima,86,71,66,75,23,57,MID
Osvaldo Murilo Lodeiro Ferreira,73,49,53,54,75,69,DEF
Luciano Aued,52,65,73,71,65,73,MID
Emre Mor,87,65,64,83,31,57,MID
Antonio Latorre Grueso,75,56,71,71,68,60,DEF
Nathaniel Chalobah,55,61,67,72,71,72,MID
Jean-Kévin Duverne,63,38,62,70,75,74,DEF
Andrea Bertolacci,63,69,73,75,73,65,MID
Iñigo Eguaras Álvarez,53,56,75,65,68,73,MID
Vincent Manceau,42,47,69,71,75,70,DEF
Yerson Candelo,82,67,72,76,62,67,MID
Rodrigo Zalazar,75,67,70,77,62,70,MID
Lewis O'Brien,69,62,66,75,69,73,MID
Marco Mancosu,59,69,71,73,41,66,MID
Felipe de Sousa Silva,76,72,58,67,23,84,ATK
Manuel Castro,77,67,71,72,52,61,MID
Tobias Kempe,65,73,77,74,52,71,MID
Leandro González Pirez,70,48,61,67,71,80,DEF
Robert Glatzel,62,73,46,65,30,77,ATK
Javier Sánchez de Felipe,66,53,54,58,72,77,DEF
Tiago Rafael Maia Silva,70,71,73,73,63,59,MID
Aaron Molinas,72,57,73,76,51,59,MID
Sergio Guardiola Navarro,73,73,62,74,30,77,ATK
Atakan Karazor,51,36,60,63,76,70,DEF
Vitorino Pacheco Antunes,69,69,74,74,70,68,DEF
Matteo Cancellieri,83,69,69,77,38,62,MID
Leandro Díaz,69,74,63,68,27,74,ATK
Chris Willock,83,68,67,76,29,57,MID
John Fleck,65,69,74,74,66,73,MID
Adam Ounas,83,66,69,79,44,63,MID
Marlon Rodrigues Xavier,79,60,62,72,66,74,DEF
Denys Garmash,67,74,74,70,67,72,MID
Radim Řezník,73,60,65,67,70,77,DEF
Fabián Noguera,40,38,46,50,73,84,DEF
Alvin Severino Sousa Diniz,69,69,72,73,30,70,MID
Lloyd Kelly,72,40,62,68,74,75,DEF
Carlos Augusto Zopolato Neves,67,50,67,70,71,70,DEF
Mauro Zárate,72,75,69,79,35,66,ATK
Ryan Thomas,71,65,71,76,61,66,MID
Jorman Campuzano,72,40,60,65,72,72,MID
Saad Bguir,69,70,71,75,33,64,MID
Denis Vavro,64,56,57,60,72,80,DEF
Fabrício Sandro Arnoia Sepa,80,65,67,73,27,58,ATK
Amir Hadžiahmetović,69,60,70,72,69,74,MID
Stanislav Iljutcenko,73,75,53,65,37,81,ATK
Pablo Solari,85,72,62,74,25,66,ATK
Vágner Joshua Corraldo Santoso,72,59,63,69,71,63,DEF
Kristoffer Zachariassen,77,69,69,71,67,77,MID
Reo Hatate,70,65,72,72,64,67,MID
Mitchell Weiser,71,62,71,77,68,67,DEF
Edwin Cardona,47,75,76,73,35,70,MID
Fabian Holland,68,47,65,71,71,72,DEF
Emmanuel Gyasi,77,62,65,74,44,68,MID
Francesc Fàbregas i Soler,35,65,80,74,60,49,MID
André Luís Gomes Simões,72,67,70,69,73,73,MID
Carlos Clerc Martínez,84,58,68,72,66,71,DEF
Andrés Ibargüen,91,65,68,76,37,46,ATK
Filip Krovinović,67,67,74,75,61,63,MID
Casper Højer,76,70,74,70,67,74,DEF
Jorge Renato Praceira Diniz,66,40,56,61,76,73,DEF
Damir Kreilach,44,74,70,72,64,82,ATK
Timothy Fosu-Mensah,67,60,64,66,74,76,DEF
Pedro Filipe Rodrigues,59,63,70,72,66,71,MID
Lewis Travis,69,59,65,69,71,76,MID
Alessandro Diamanti,56,68,77,73,33,65,MID
Angelo Stiller,66,56,74,72,68,67,MID
Franco Fragapane,88,66,68,76,36,54,MID
Jon Gorenc Stanković,45,46,59,65,75,77,DEF
Marcos Antonio Silva Santos,84,65,71,77,59,48,MID
Joshua Zirkzee,69,74,63,75,20,70,ATK
Junior Sambia,73,69,71,73,69,70,DEF
Bartosz Bereszyński,84,56,64,69,67,73,DEF
Ahmed Hassan,54,74,57,69,32,78,ATK
Jaime Seoane Valenciano,71,72,72,74,66,75,MID
Stef Peeters,54,71,77,69,63,72,MID
Joe Bryan,76,63,70,68,70,74,DEF
Sven Michel,74,74,66,74,34,73,ATK
Birger Verstraete,65,61,73,71,68,70,MID
Mahmut Tekdemir,51,59,66,69,73,69,MID
Michel David Cruceiro Muscato,60,64,68,64,71,78,MID
Phil Jones,37,50,60,55,74,66,DEF
Denys Popov,63,38,48,57,74,74,DEF
Simon Deli,69,46,51,63,74,80,DEF
Juan Cruz Álvaro Armada,73,40,63,64,73,72,DEF
José Artur de Lima Junior,62,51,64,70,69,79,MID
Guto Ramón Costinho Ribeiro,62,37,56,61,74,74,DEF
Hörður Magnússon,69,50,68,61,74,74,DEF
Sven Kums,47,69,75,72,70,66,MID
Manuel Agudo Durán,58,74,76,73,45,60,MID
Facundo Torres,81,70,70,73,38,54,MID
Gaëtan Charbonnier,31,75,68,72,36,66,ATK
Tomáš Čvančara,74,71,56,69,25,75,ATK
Facundo Garcés,60,37,54,56,74,77,DEF
Peter Pekarík,66,40,63,73,71,65,DEF
Wesley Saïd,74,73,67,76,29,58,ATK
Nicolás Júlio Formido Paiva,68,65,75,74,34,67,MID
Ferdi Kadioglu,80,63,72,78,65,65,MID
Amaral Alves Marcos Vinicius,73,73,48,63,29,82,ATK
Joseph Okumu,78,41,56,63,73,76,DEF
Sergi Gómez Solà,58,46,61,61,74,72,DEF
Aleix García Serrano,65,69,72,75,64,63,MID
Benjamin Verbič,81,70,66,76,44,68,ATK
Charalampos Lykogiannis,82,68,67,67,68,73,DEF
Mathias Autret,63,70,75,73,42,59,MID
Younès Belhanda,72,71,76,76,59,67,MID
Adrián Marín Gómez,72,48,67,69,70,70,DEF
Lucas Menossi,75,62,71,74,66,70,MID
Lucas Villalba,80,58,67,71,73,75,DEF
Luca Orellano,90,70,63,78,33,59,ATK
Selim Amallah,68,75,72,74,63,75,MID
Matt Grimes,62,59,75,71,65,67,MID
Valentin Eysseric,65,70,76,75,50,65,MID
Carl Starfelt,73,31,53,68,73,76,DEF
Vítor Manuel Carvalho Oliveira,75,72,61,71,28,80,ATK
Sebastian Polter,70,72,53,61,35,85,ATK
Braian Samudio,81,70,63,74,39,72,ATK
Yari Verschaeren,71,67,72,79,44,47,MID
Jordan Torunarigha,85,34,63,65,74,74,DEF
Iñigo Córdoba Kerejeta,81,71,70,76,63,68,MID
Karlan Grant,86,73,62,72,33,65,ATK
Juan Álvarez,79,67,68,74,40,67,MID
Julio Alberto Barroso,64,56,57,61,75,76,DEF
László Bénes,60,70,78,74,47,61,MID
Vincent Janssen,75,71,60,68,39,82,ATK
Gaël Clichy,72,43,68,73,71,64,DEF
Callum O'Hare,81,58,69,77,63,66,MID
Ignatius Ganago,81,73,59,73,34,67,ATK
Pathé Ciss,63,56,61,62,71,82,MID
Paolo Goltz,54,55,65,58,72,78,DEF
Deniz Türüç,74,71,73,74,57,70,MID
Hamza Choudhury,63,45,62,66,74,73,DEF
Francisco L. Lima Silva Machado,71,70,75,75,54,49,MID
Fabián Orellana,72,68,68,79,39,44,ATK
Óscar Plano Pedreño,85,69,70,72,56,73,MID
Rubén Sobrino Pozuelo,77,73,63,74,37,64,ATK
Salih Uçan,60,69,75,75,66,64,MID
Adonis Frías,69,37,59,66,73,76,DEF
Hillal Soudani,74,72,70,74,43,75,ATK
Thomas Mangani,40,69,76,69,68,73,MID
Emiliano Insua,65,59,66,68,72,78,DEF
Sonny Kittel,76,70,74,75,32,54,MID
Arnaud Nordin,83,69,68,75,37,57,MID
Sondre Tronstad,69,64,70,72,72,76,MID
Loïs Diony,71,74,63,71,25,73,ATK
Matteo Lovato,70,30,52,60,75,72,DEF
Loïc Badé,57,33,54,62,73,77,DEF
Manuel Morlanes Ariño,68,64,74,73,69,67,MID
Danijel Aleksić,68,75,73,75,51,74,MID
Isaiah Jones,85,55,65,73,64,58,DEF
Yassine Benrahou,75,67,72,79,41,57,MID
Matías Rojas,73,72,74,75,55,59,MID
Aderllan de Jesus Santos,61,52,49,52,74,78,DEF
Lucas Eduardo dos Santos João,69,73,61,72,27,65,ATK
José Corpas Serna,90,67,69,73,36,60,MID
Christian Burgess,44,34,52,50,75,79,DEF
Aster Vranckx,63,65,70,77,63,75,MID
Deyovaisio Zeefuik,82,41,60,69,69,80,DEF
Lucas Höler,71,73,51,62,51,79,ATK
Ryan Yates,65,59,60,64,71,84,DEF
Rodrigo Echeverría,75,61,67,70,71,83,MID
Manolis Siopis,74,45,63,70,73,75,MID
Rabbi Matondo,92,70,65,74,38,53,MID
Mattia Valoti,62,70,75,75,54,52,MID
Domagoj Bradarić,78,55,67,73,69,66,DEF
Juan Manuel García,78,72,50,67,37,77,ATK
David Pereira Da Costa,72,65,66,80,33,43,MID
Jeremy Toljan,86,42,63,69,66,67,DEF
Loïc Lapoussin,76,63,67,74,67,72,MID
Ilan Kebbal,77,66,71,79,24,53,MID
Ali Gholizadeh,76,68,68,76,48,69,MID
Andrés Andrade,77,73,69,75,41,63,MID
Cristian Cásseres Jr,77,58,67,73,72,75,MID
Andrea Conti,74,58,67,72,70,62,DEF
Miha Blažič,61,34,54,47,75,71,DEF
Rodrigo Sánchez Rodríguez,71,71,69,76,38,48,MID
Jack Stacey,73,55,66,70,69,71,DEF
Lúcio Anselmo Calegario Pitta,75,65,69,70,66,76,MID
Admir Mehmedi,66,74,70,77,43,66,MID
Helibelton Palacios,79,35,61,61,69,80,DEF
Adrián Arregui,72,67,72,71,71,79,MID
Gianluca Lapadula,76,72,59,74,24,67,ATK
Robin Quaison,71,72,67,75,44,70,ATK
Paul Dummett,62,40,63,67,75,69,DEF
Tomás Guidara,81,41,63,67,67,77,DEF
